main-captions	images	2015	0003	4.40	A pair of dogs playing with a purple ball.	Two dogs play with purple football.
main-captions	images	2015	0004	0.60	a bird lands in the water.	a boat floats in the water.
main-captions	images	2015	0007	4.60	Three children stand on or near a fence.	The three children are standing on and by a fence.
main-captions	images	2015	0008	4.80	A black dog emerges from the water with a white ball in its mouth.	a black dog walking out of the water with a white ball in his mouth.
main-captions	images	2015	0011	0.40	A girl in a purple shirt and pink headband posing	A young girl wearing a hat and blue jeans is on a swing.
main-captions	images	2015	0013	0.00	A brown dog digging a hole in front of a plant	A group of people walking on the side of a railroad track.
main-captions	images	2015	0015	4.60	The brown and white dog swims in a swimming pool.	A brown and white dog swims in a backyard swimming pool.
main-captions	images	2015	0017	0.00	A boy in a red sled is riding down the hill.	A multicolour dog in a red collar crouching on the grass.
main-captions	images	2015	0023	4.00	A black and brown dog runs through the woods.	A dog running through the woods.
main-captions	images	2015	0025	4.40	The two dogs are running on the grass.	Two dogs are playing in the grass.
main-captions	images	2015	0032	0.60	A young girl holds up a peace sign.	A little girl holds onto a pole on a city street.
main-captions	images	2015	0033	0.60	A man is hanging by a line off a cliff above water.	Man sitting by himself on a pier with a bottle of water.
main-captions	images	2015	0034	4.60	A man crouching and holding a camera.	The crouching man is holding a large camera.
main-captions	images	2015	0036	2.60	Man riding a bicycle down a narrow path.	A man riding a unicycle down a paved road
main-captions	images	2015	0037	0.60	A man wearing an orange coat speaks to another as they walk in the snow.	A man and woman dressedin old fashion clothing sit outside at a table.
main-captions	images	2015	0042	4.00	A dog is jumping up in the air to catch a toy.	A black dog jumps in the air to catch a toy.
main-captions	images	2015	0045	0.00	A brown dog laying on a blue cover.	A person is diving into clear blue water.
main-captions	images	2015	0046	0.00	The two boys play in the field.	The two people have their heads covered with scarves.
main-captions	images	2015	0059	2.20	The two dogs are running through the grass.	Three dogs run in the snow.
main-captions	images	2015	0063	4.00	A boy with a broken arm is resting in a bed.	A boy with a broken arm is sleeping.
main-captions	images	2015	0066	4.80	boy doing tricks on a skateboard	A boy does a trick on a skateboard.
main-captions	images	2015	0077	2.60	Three dogs playing in the snow.	Three dogs are playing in the water.
main-captions	images	2015	0078	1.20	A little girl with a ribbon in her hair is picking her nose.	A little girl in a purple shirt and helmet is riding on a scooter.
main-captions	images	2015	0085	1.80	A young girl going down a tube slide.	A young girl swinging off a tire swing
main-captions	images	2015	0089	2.60	Many people are in the bicycle racing, including one man in a three-wheeled bike.	A man riding on a three-wheeled wheelchair.
main-captions	images	2015	0093	0.80	A group of people are wearing bunny ears.	A group of people ride in a race
main-captions	images	2015	0096	4.00	A dog in a "superman" shirt sleeps on a blanket.	A brown dog in a Superman shirt is laying on a blue blanket.
main-captions	images	2015	0101	4.80	The white and brown dog runs across the grass.	A brown and white dog runs across the grass.
main-captions	images	2015	0108	3.80	A brown dog is resting its paws on a laptop keyboard.	A dog sits with its paws on a laptop computer.
main-captions	images	2015	0109	2.60	A young girl with glasses sits and holds two American flags.	A girl in glasses is looking over two American flags near a wooded area.
main-captions	images	2015	0110	3.00	A small white and brown dog is jumping over a horizontal pole.	a brown and white dog jumping over a red and yellow pole
main-captions	images	2015	0118	4.80	Two dogs are running through a grassy area.	Two dogs running through a grassy field.
main-captions	images	2015	0123	1.60	A man is swinging on a rope above the water.	A man in warm clothes swinging on monkey bars at night.
main-captions	images	2015	0125	4.60	Two Asian men and Asian woman sit in black massage chairs.	Two Asian men and a woman are relaxing in massage chairs.
main-captions	images	2015	0129	5.00	A girl playing is a pile of colorful balls.	A little girl plays in a pit of colorful balls.
main-captions	images	2015	0133	0.00	An older man is standing outside in front of a truck.	A woman dressed in green is roller skating outside at an event.
main-captions	images	2015	0135	4.60	Smiling man with reflective classes.	A gentleman smiling and showing his reflective sunglasses.
main-captions	images	2015	0136	4.80	five people standing on a sidewalk	Five people on a sidewalk.
main-captions	images	2015	0142	1.40	The white dog runs across the snow.	A white bear walks along snow-covered ground and casts a shadow on the snow.
main-captions	images	2015	0146	1.20	A young boy in a brown jacket playing with snow.	Two dogs are playing in the snow.
main-captions	images	2015	0151	2.40	A man picking up a big rock.	A woman picking up a large rock.
