main-captions	track5.en-en	2017	0001	0.200000	Our current vehicles will be in museums when everyone has their own aircraft.	The car needs to some work
main-captions	track5.en-en	2017	0002	1.000000	A woman supervisor is instructing the male workers.	A woman is working as a nurse.
main-captions	track5.en-en	2017	0007	0.400000	The sky has very little to no clouds.	This Lady might be ready for Rock Climbing, or just watching the Clouds, above.
main-captions	track5.en-en	2017	0008	0.400000	The young boy jumps barefoot outside in the front yard.	The teen rode his bike around the people walking in the courtyard.
main-captions	track5.en-en	2017	0009	4.000000	There are dogs in the forest.	The dogs are alone in the forest.
main-captions	track5.en-en	2017	0010	3.400000	Some cyclists stop near a sign.	Two men stop to talk near a sign outside.
main-captions	track5.en-en	2017	0011	3.000000	These cooks in the white are busy in the kitchen making dinner for their customers.	The women are preparing dinner in their kitchen.
main-captions	track5.en-en	2017	0013	1.800000	A man is carrying a canoe with a dog.	A dog is carrying a man in a canoe.
main-captions	track5.en-en	2017	0016	2.200000	a woman watches a rap group live	An audience watches a girl dance.
main-captions	track5.en-en	2017	0017	3.600000	A girl dancing on a sandy beach.	A girl is on a sandy beach.
main-captions	track5.en-en	2017	0022	0.400000	The woman is drinking lemonade and watching T.V.	The man is sitting drinking coffee.
main-captions	track5.en-en	2017	0025	0.200000	The young adult are cold	Asian children are playing with a dog.
main-captions	track5.en-en	2017	0027	3.800000	A sad man is jumping over a small stream to meet his companion on the other side.	A man is jumping over a stream to meet his companion on the other side.
main-captions	track5.en-en	2017	0031	4.200000	A woman is bungee jumping.	A girl is bungee jumping.
main-captions	track5.en-en	2017	0032	1.200000	A clown performs for brother and sister as the rest of the party watches.	A blond-haired child performing on the trumpet in front of a house while his younger brother watches.
main-captions	track5.en-en	2017	0036	3.400000	Four girls happily walk down a sidewalk.	Three young girls walk down a sidewalk.
main-captions	track5.en-en	2017	0039	2.400000	a group of navy seals are singing	A group of military personnel are playing in a brass quintet.
main-captions	track5.en-en	2017	0043	3.200000	A man playing the violin in the rain.	A man playing the guitar in the rain.
main-captions	track5.en-en	2017	0044	2.200000	The people are leaving the airplane.	The people are entering the plane.
main-captions	track5.en-en	2017	0045	4.400000	The dogs are chasing a cat.	The dogs are chasing a black cat.
