question-question	2016	0004	4	How do I make a height adjustable desk?	How can I build a wall mounted adjustable height desk?	StackExchange Network: http://diy.stackexchange.com/questions/1928 Author: Evan (http://diy.stackexchange.com/users/831) Last Editor: Aarthi (http://diy.stackexchange.com/users/3312)	StackExchange Network: http://diy.stackexchange.com/questions/15169 Author: davemackey (http://diy.stackexchange.com/users/6139) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0006	4	How can I find out why my washing machine trips the outlet?	How can I figure out why my washing machine is tripping the GFCI receptacle?	StackExchange Network: http://diy.stackexchange.com/questions/53806 Author: Alec Brososky (http://diy.stackexchange.com/users/28515)	StackExchange Network: http://diy.stackexchange.com/questions/16434 Author: process91 (http://diy.stackexchange.com/users/7157) Last Editor: process91 (http://diy.stackexchange.com/users/7157)
question-question	2016	0008	5	Should I use IRA money to pay down my student loans?	Should I cash out my IRA to pay my student loans?	StackExchange Network: http://money.stackexchange.com/questions/35823 Author: Janelle (http://money.stackexchange.com/users/19436) Last Editor: Chris W. Rea (http://money.stackexchange.com/users/3)	StackExchange Network: http://money.stackexchange.com/questions/39052 Author: user22114 (No OwnerUserId. Deleted?) Last Editor: mhoran_psprep (http://money.stackexchange.com/users/5414)
question-question	2016	0014	0	What is the best way to repair a cracked bathtub?	What is the best way to fix this garage floor?	StackExchange Network: http://diy.stackexchange.com/questions/476 Author: Sean Vieira (http://diy.stackexchange.com/users/148) Last Editor: Aarthi (http://diy.stackexchange.com/users/3312)	StackExchange Network: http://diy.stackexchange.com/questions/66510 Author: user2059078 (http://diy.stackexchange.com/users/19581) Last Editor: Steven (http://diy.stackexchange.com/users/4207)
question-question	2016	0020	0	What's the best way to store asparagus?	What's the best way to store unused sushi rice?	StackExchange Network: http://cooking.stackexchange.com/questions/15114 Author: KatieK (http://cooking.stackexchange.com/users/1685)	StackExchange Network: http://cooking.stackexchange.com/questions/1411 Author: skootergrrl (http://cooking.stackexchange.com/users/569)
question-question	2016	0024	4	What are the bus (coach) connections from Thessaloniki, Greece to Tbilisi, Georgia?	Is there a bus from Tbilisi, Georgia to Thessaloniki, Greece?	StackExchange Network: http://travel.stackexchange.com/questions/2759 Author: hippietrail (http://travel.stackexchange.com/users/140) Last Editor: hippietrail (http://travel.stackexchange.com/users/140)	StackExchange Network: http://travel.stackexchange.com/questions/6174 Author: Fleur Flaneur (http://travel.stackexchange.com/users/2089) Last Editor: hippietrail (http://travel.stackexchange.com/users/140)
question-question	2016	0055	2	How can I replace a ceiling fan light pull chain?	How can I replace my light fixture with a ceiling fan?	StackExchange Network: http://diy.stackexchange.com/questions/21244 Author: Lonnie E Weck (http://diy.stackexchange.com/users/9471) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/67370 Author: Sherri (http://diy.stackexchange.com/users/38217) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0057	3	How can I connect additional wires to a receptacle?	How do I connect the wires to this USB receptacle?	StackExchange Network: http://diy.stackexchange.com/questions/49409 Author: Matt (http://diy.stackexchange.com/users/25593) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/31080 Author: Andrew (http://diy.stackexchange.com/users/14740) Last Editor: wallyk (http://diy.stackexchange.com/users/14510)
question-question	2016	0058	0	What kind of socket is this?	What type of faucet is this?	StackExchange Network: http://diy.stackexchange.com/questions/16093 Author: StackedCrooked (http://diy.stackexchange.com/users/619) Last Editor: BMitch (http://diy.stackexchange.com/users/2196)	StackExchange Network: http://diy.stackexchange.com/questions/29737 Author: devin (http://diy.stackexchange.com/users/14023) Last Editor: mike (http://diy.stackexchange.com/users/12820)
question-question	2016	0059	0	What is the difference between a stock and a bond?	What is the difference between a mode and a scale?	StackExchange Network: http://money.stackexchange.com/questions/10602 Author: DavinKF (http://money.stackexchange.com/users/4590) Last Editor: Dheer (http://money.stackexchange.com/users/1113)	StackExchange Network: http://music.stackexchange.com/questions/5382 Author: Sebgr (http://music.stackexchange.com/users/1910) Last Editor: Ulf Åkerstedt (http://music.stackexchange.com/users/2245)
question-question	2016	0061	2	How do I maintain a good relationship with my old boss after being promoted?	How do I maintain a good relationship with an employer after resigning?	StackExchange Network: http://workplace.stackexchange.com/questions/449 Author: tehnyit (http://workplace.stackexchange.com/users/89) Last Editor: Jim (http://workplace.stackexchange.com/users/869)	StackExchange Network: http://workplace.stackexchange.com/questions/92 Author: Rarity (http://workplace.stackexchange.com/users/42) Last Editor: Rarity (http://workplace.stackexchange.com/users/42)
question-question	2016	0095	5	How do I keep an egg from cracking while being boiled?	How do I prevent an egg cracking while hard boiling it?	StackExchange Network: http://cooking.stackexchange.com/questions/59683 Author: Soham Ghosh (http://cooking.stackexchange.com/users/37367)	StackExchange Network: http://cooking.stackexchange.com/questions/909 Author: LeopardSkinPillBoxHat (http://cooking.stackexchange.com/users/141)
question-question	2016	0097	3	How can I prepare this old exterior wall for painting?	How do I prepare this porous interior wall for paint?	StackExchange Network: http://diy.stackexchange.com/questions/42541 Author: Gazza (http://diy.stackexchange.com/users/21853) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/17037 Author: CatchingMonkey (http://diy.stackexchange.com/users/7165) Last Editor: Chris Cudmore (http://diy.stackexchange.com/users/928)
question-question	2016	0101	3	Why is there no water in the kitchen?	Why is there no hot water in the kitchen?	StackExchange Network: http://diy.stackexchange.com/questions/60838 Author: kerry May (http://diy.stackexchange.com/users/33916) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/22165 Author: user9965 (http://diy.stackexchange.com/users/9965) Last Editor: gregmac (http://diy.stackexchange.com/users/157)
question-question	2016	0120	3	What more can I do to improve my credit score?	Can I pay a collection agency in a way that will improve my credit score?	StackExchange Network: http://money.stackexchange.com/questions/13316 Author: tarheel (http://money.stackexchange.com/users/5647)	StackExchange Network: http://money.stackexchange.com/questions/13465 Author: user9650 (http://money.stackexchange.com/users/5735) Last Editor: user9650 (http://money.stackexchange.com/users/5735)
question-question	2016	0128	4	How do I track investment performance in Quicken across rollovers?	How do I track 401k rollovers in Quicken?	StackExchange Network: http://money.stackexchange.com/questions/4489 Author: dfrankow (http://money.stackexchange.com/users/1863) Last Editor: JCotton (http://money.stackexchange.com/users/2836)	StackExchange Network: http://money.stackexchange.com/questions/9297 Author: zippy (http://money.stackexchange.com/users/2753) Last Editor: Chris W. Rea (http://money.stackexchange.com/users/3)
question-question	2016	0135	2	Can I ask a company what I should wear to an interview?	What should I ask as an applicant in a job interview?	StackExchange Network: http://workplace.stackexchange.com/questions/11637 Author: Bojangles (http://workplace.stackexchange.com/users/959) Last Editor: Bojangles (http://workplace.stackexchange.com/users/959)	StackExchange Network: http://workplace.stackexchange.com/questions/12730 Author: All (http://workplace.stackexchange.com/users/3390) Last Editor: Jim (http://workplace.stackexchange.com/users/869)
question-question	2016	0136	5	How do you remove mold from a tent?	How do I remove mildew from a tent?	StackExchange Network: http://outdoors.stackexchange.com/questions/542 Author: berry120 (http://outdoors.stackexchange.com/users/74) Last Editor: studiohack (http://outdoors.stackexchange.com/users/5)	StackExchange Network: http://outdoors.stackexchange.com/questions/1447 Author: Russell Steen (http://outdoors.stackexchange.com/users/127)
question-question	2016	0143	2	U.S. income tax & charitable donations: How much is income tax reduced by donations?	UK income tax & charitable donations: How much is income tax reduced by donations?	StackExchange Network: http://money.stackexchange.com/questions/745 Author: Chris W. Rea (http://money.stackexchange.com/users/3)	StackExchange Network: http://money.stackexchange.com/questions/751 Author: Rich Seller (http://money.stackexchange.com/users/32)
question-question	2016	0148	3	Bar ware - What kind of glass is this?	What kind of glass is this?	StackExchange Network: http://cooking.stackexchange.com/questions/24596 Author: mikebmassey (http://cooking.stackexchange.com/users/8489)	StackExchange Network: http://cooking.stackexchange.com/questions/34995 Author: leah1020 (http://cooking.stackexchange.com/users/18978)
question-question	2016	0149	1	Would a Colombian citizen with Canadian residency need a transit visa for the UK?	Will I Need a Transit visa or ESTA for the US as a Canadian?	StackExchange Network: http://travel.stackexchange.com/questions/9700 Author: Julio C Casas (http://travel.stackexchange.com/users/3226) Last Editor: hippietrail (http://travel.stackexchange.com/users/140)	StackExchange Network: http://travel.stackexchange.com/questions/16006 Author: Johnston (http://travel.stackexchange.com/users/6055) Last Editor: Kate Gregory (http://travel.stackexchange.com/users/46)
question-question	2016	0150	4	Do I need to apply for a UK transit visa when I have a visitor visa?	Do I need a UK airside transit visa, if I already have a UK visitor visa?	StackExchange Network: http://travel.stackexchange.com/questions/29025 Author: Qiang (http://travel.stackexchange.com/users/15240) Last Editor: Kate Gregory (http://travel.stackexchange.com/users/46)	StackExchange Network: http://travel.stackexchange.com/questions/18140 Author: Ganesh (http://travel.stackexchange.com/users/7120) Last Editor: Gagravarr (http://travel.stackexchange.com/users/26)
question-question	2016	0158	1	Is it possible to replace a switch with a receptacle?	Is it safe to replace a switch with a dimmer on halogen spots?	StackExchange Network: http://diy.stackexchange.com/questions/52734 Author: anol (http://diy.stackexchange.com/users/12516) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/6815 Author: Stijn Sanders (http://diy.stackexchange.com/users/421)
question-question	2016	0162	3	Do I really need a redundant sump pump?	Do I need to install a sump pump?	StackExchange Network: http://diy.stackexchange.com/questions/51585 Author: aaron (http://diy.stackexchange.com/users/23267)	StackExchange Network: http://diy.stackexchange.com/questions/41674 Author: Jeff Wu (http://diy.stackexchange.com/users/18523) Last Editor: Bryce (http://diy.stackexchange.com/users/5960)
question-question	2016	0163	4	Layover at Narita for 3 hours. Do i need a transit visa?	Layover at Narita, Japan. Do I need a transit visa?	StackExchange Network: http://travel.stackexchange.com/questions/48133 Author: Ishan (http://travel.stackexchange.com/users/29917) Last Editor: Nate Eldredge (http://travel.stackexchange.com/users/1362)	StackExchange Network: http://travel.stackexchange.com/questions/9027 Author: Varun Vats (http://travel.stackexchange.com/users/3000) Last Editor: Jonik (http://travel.stackexchange.com/users/583)
question-question	2016	0172	2	Can I connect two load lines to a GFCI receptacle?	How can I connect additional wires to a receptacle?	StackExchange Network: http://diy.stackexchange.com/questions/15254 Author: Joefood (http://diy.stackexchange.com/users/6634) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/49409 Author: Matt (http://diy.stackexchange.com/users/25593) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0173	3	How can I work out how valuable I am to my boss and company?	How can I convince my boss I am the right person to lead a future team?	StackExchange Network: http://workplace.stackexchange.com/questions/18652 Author: blazerr (http://workplace.stackexchange.com/users/13761)	StackExchange Network: http://workplace.stackexchange.com/questions/13298 Author: Pheonixblade9 (http://workplace.stackexchange.com/users/1192)
question-question	2016	0181	2	How do I replace a broken halogen bulb in the recessed light in my bathroom?	How can I replace the bulb in this ceiling fan?	StackExchange Network: http://diy.stackexchange.com/questions/21363 Author: jkask (http://diy.stackexchange.com/users/9540) Last Editor: gregmac (http://diy.stackexchange.com/users/157)	StackExchange Network: http://diy.stackexchange.com/questions/48621 Author: KDiTraglia (http://diy.stackexchange.com/users/9143) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0197	3	Do I need to apply for ESTA?	Flying from California to Texas: do I need ESTA?	StackExchange Network: http://travel.stackexchange.com/questions/40241 Author: Paschalis (http://travel.stackexchange.com/users/24570) Last Editor: Mark Mayo (http://travel.stackexchange.com/users/101)	StackExchange Network: http://travel.stackexchange.com/questions/44828 Author: Nickparsa (http://travel.stackexchange.com/users/20728) Last Editor: DJClayworth (http://travel.stackexchange.com/users/264)
question-question	2016	0199	2	How should I patch a popcorn ceiling?	Should I replace or patch a plaster ceiling?	StackExchange Network: http://diy.stackexchange.com/questions/26635 Author: Mark (http://diy.stackexchange.com/users/12382) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/5339 Author: InternalConspiracy (http://diy.stackexchange.com/users/2145) Last Editor: Aarthi (http://diy.stackexchange.com/users/3312)
question-question	2016	0202	2	What do I do if a professor at a foreign university doesn't respond to my emails?	What should I do if a professor says she doesn't understand my questions in office hours?	StackExchange Network: http://academia.stackexchange.com/questions/29620 Author: ML_TN (http://academia.stackexchange.com/users/22690) Last Editor: user263485 (http://academia.stackexchange.com/users/13131)	StackExchange Network: http://academia.stackexchange.com/questions/37839 Author: user28663 (http://academia.stackexchange.com/users/28663) Last Editor: ff524 (http://academia.stackexchange.com/users/11365)
question-question	2016	0209	2	How can I keep my dog from barking when I don't know what he's barking at?	How do I stop my dog from barking at people through the fence?	StackExchange Network: http://pets.stackexchange.com/questions/7199 Author: Phrancis (http://pets.stackexchange.com/users/3403) Last Editor: Phrancis (http://pets.stackexchange.com/users/3403)	StackExchange Network: http://pets.stackexchange.com/questions/18 Author: ElefantPhace (http://pets.stackexchange.com/users/25) Last Editor: JoshDM (http://pets.stackexchange.com/users/129)
question-question	2016	0217	2	Travelling to Romania for 4 days by Schengen visa issued by Germany?	Travelling to Romania on a short stay Schengen visa issued by France?	StackExchange Network: http://travel.stackexchange.com/questions/23402 Author: oussama (http://travel.stackexchange.com/users/9998) Last Editor: user3470 (No LastEditorUserId. Deleted?)	StackExchange Network: http://travel.stackexchange.com/questions/22511 Author: Yousra (http://travel.stackexchange.com/users/9524) Last Editor: Relaxed (http://travel.stackexchange.com/users/6669)
question-question	2016	0221	4	Is it ok to apply for more than one Phd student program?	Is it advisable to apply to more than one PhD program?	StackExchange Network: http://academia.stackexchange.com/questions/34042 Author: user24258 (http://academia.stackexchange.com/users/24258)	StackExchange Network: http://academia.stackexchange.com/questions/27983 Author: Emi987 (http://academia.stackexchange.com/users/21411) Last Editor: ff524 (http://academia.stackexchange.com/users/11365)
question-question	2016	0224	2	What is the professional way to follow up with a manager for project opportunity?	What is the professional way to deal with my manager's boss?	StackExchange Network: http://workplace.stackexchange.com/questions/6723 Author: vehitha (http://workplace.stackexchange.com/users/5183) Last Editor: David Segonds (http://workplace.stackexchange.com/users/5128)	StackExchange Network: http://workplace.stackexchange.com/questions/40499 Author: 3.1415926535897932384626433832 (http://workplace.stackexchange.com/users/32128) Last Editor: gnat (http://workplace.stackexchange.com/users/168)
question-question	2016	0231	0	What is the best way to toast pecans?	What is the best way to introduce cats to newborns?	StackExchange Network: http://cooking.stackexchange.com/questions/29351 Author: ElendilTheTall (http://cooking.stackexchange.com/users/4194)	StackExchange Network: http://pets.stackexchange.com/questions/4364 Author: dethtron5000 (http://pets.stackexchange.com/users/1434)
question-question	2016	0233	0	What is the best way to repair a cracked bathtub?	What is the best way to clean a grater?	StackExchange Network: http://diy.stackexchange.com/questions/476 Author: Sean Vieira (http://diy.stackexchange.com/users/148) Last Editor: Aarthi (http://diy.stackexchange.com/users/3312)	StackExchange Network: http://cooking.stackexchange.com/questions/12048 Author: Mien (http://cooking.stackexchange.com/users/4580) Last Editor: samthebrand (http://cooking.stackexchange.com/users/7107)
question-question	2016	0241	1	What is the best way to store fresh berries?	What is the best way to store chopped vegetables?	StackExchange Network: http://cooking.stackexchange.com/questions/18502 Author: Beofett (http://cooking.stackexchange.com/users/7019)	StackExchange Network: http://cooking.stackexchange.com/questions/18425 Author: Mongus Pong (http://cooking.stackexchange.com/users/6725)
question-question	2016	0257	1	What is the best way to store fresh berries?	What is the best way to store carrots?	StackExchange Network: http://cooking.stackexchange.com/questions/18502 Author: Beofett (http://cooking.stackexchange.com/users/7019)	StackExchange Network: http://cooking.stackexchange.com/questions/15517 Author: clueless (http://cooking.stackexchange.com/users/4853)
question-question	2016	0270	0	What is the best way to store fresh berries?	What is the best way to cite an anonymous writer?	StackExchange Network: http://cooking.stackexchange.com/questions/18502 Author: Beofett (http://cooking.stackexchange.com/users/7019)	StackExchange Network: http://writers.stackexchange.com/questions/10066 Author: Aaron (http://writers.stackexchange.com/users/6753)
question-question	2016	0272	4	How do I remove paint from a wood floor?	How can I remove small paint specks from a wooden floor?	StackExchange Network: http://diy.stackexchange.com/questions/28829 Author: Risiki (http://diy.stackexchange.com/users/13549) Last Editor: Niall C. (http://diy.stackexchange.com/users/22)	StackExchange Network: http://diy.stackexchange.com/questions/14481 Author: BlakBat (http://diy.stackexchange.com/users/4872) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0278	2	Why is compensation so much higher in the US than in Western Europe on average?	Why is interest on MMA lower in the US than in Europe?	StackExchange Network: http://workplace.stackexchange.com/questions/43878 Author: user511287 (http://workplace.stackexchange.com/users/33944) Last Editor: Mark Rogers (http://workplace.stackexchange.com/users/668)	StackExchange Network: http://money.stackexchange.com/questions/8126 Author: mafu (http://money.stackexchange.com/users/1098)
question-question	2016	0292	5	What could be wrong with my air conditioner?	What could be wrong with my A/C unit?	StackExchange Network: http://diy.stackexchange.com/questions/26740 Author: DMoore (http://diy.stackexchange.com/users/12002) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)	StackExchange Network: http://diy.stackexchange.com/questions/16606 Author: Boz Trapani (http://diy.stackexchange.com/users/7231) Last Editor: Tester101 (http://diy.stackexchange.com/users/33)
question-question	2016	0296	2	What is the significance of the cat?	What is the significance of the abstract painting?	StackExchange Network: http://movies.stackexchange.com/questions/1987 Author: ray (http://movies.stackexchange.com/users/1134) Last Editor: user1887 (No LastEditorUserId. Deleted?)	StackExchange Network: http://movies.stackexchange.com/questions/15917 Author: stevvve (http://movies.stackexchange.com/users/850) Last Editor: coleopterist (http://movies.stackexchange.com/users/3650)
question-question	2016	0300	3	Should I let potential employers know I have a job offer?	Should I tell my boss I have a full time job offer?	StackExchange Network: http://academia.stackexchange.com/questions/37719 Author: Jared (http://academia.stackexchange.com/users/21610) Last Editor: Jared (http://academia.stackexchange.com/users/21610)	StackExchange Network: http://workplace.stackexchange.com/questions/17470 Author: givemeananswer (http://workplace.stackexchange.com/users/12886)
