OnWN	2013	0000	0.8	measure the depth of a body of water	any large deep body of water.
OnWN	2013	0001	3	someone who plays a principal role	an actor who plays a principal role.
OnWN	2013	0002	3.8	(cause to) come to rest on a surface	reach or come to rest.
OnWN	2013	0003	2.2	the act of advocating or promoting something	the act of choosing or selecting.
OnWN	2013	0004	3.8	alphanumeric sequence used for identification	a numeral or string of numerals that is used for identification.
OnWN	2013	0005	2.6	a state of being elevated or raised	the event of something being raised upward.
OnWN	2013	0006	0.6	the act of lifting something	the act of climbing something.
OnWN	2013	0007	0.2	Bind or join (as if) with cement.	shine intensely, as if with heat.
OnWN	2013	0008	1	(finally) do something or be somewhere	cause something to pass or lead somewhere.
OnWN	2013	0009	3.2	a point, as the op part of a compass arrow	a V-shaped mark at one end of an arrow pointer.
OnWN	2013	0010	0.4	the act of preserving or protecting something	the act of decreasing or reducing something.
OnWN	2013	0011	4	coerce by violence, fill with terror	coerce by violence or with threats.
OnWN	2013	0012	1.6	cause to move, cause to be moved	cease to operate or cause to cease operating.
OnWN	2013	0013	0	the uppermost area of region of something	the act of decreasing or reducing something.
OnWN	2013	0014	0	the foremost part of something	have flavor; taste of something.
OnWN	2013	0015	4.4	behave or move in a certain manner	behave in a certain manner.
OnWN	2013	0016	3	a reproduction or physical representation of something	a visual representation of something.
OnWN	2013	0017	1.6	a type of subdivision of a larger literary composition	a specialized division of a large organization.
OnWN	2013	0018	4.6	the person who is assigned to a non-elective position	a person who is appointed to a job or position.
OnWN	2013	0019	4.2	Advance; contribute to the progress or growth of.	contribute to the progress or growth of.
OnWN	2013	0020	3.4	a narrow channel or span of a sea or ocean	a narrow channel of the sea joining two larger bodies of water.
OnWN	2013	0021	0.2	the act of preserving or protecting something	the act of cracking something.
OnWN	2013	0022	0.6	Cut into, possibly creating something new.	the act of cracking something.
OnWN	2013	0023	2.4	the act of choosing among alternatives	the act of changing one thing for another thing.
OnWN	2013	0024	0.8	The act of testing something.	the act of breaking something.
OnWN	2013	0025	4	the state of being in contact	the state of being connected.
OnWN	2013	0026	0	giving a reference or citation of something	change the nature, purpose, or function of something.
OnWN	2013	0027	3.8	Sell something to or obtain something from by underhanded activity.	sell something to or obtain something from by energetic and especially underhanded activity.
OnWN	2013	0028	0.2	the act of determining or discovering the position of an object	a surface forming part of the outside of an object.
OnWN	2013	0029	4	a feeling or state of contentment, relief	a state of being relaxed and feeling no pain.
OnWN	2013	0030	4.2	Physically extend or spread outward from a center or focus or inward towards a center; physically spread from a start point.	extend or spread outward from a center or focus or inward towards a center.
OnWN	2013	0031	2	place into the ground for growing	place or put on the ground.
OnWN	2013	0032	0.8	an approximated amount of something	a visual representation of something.
OnWN	2013	0033	4.4	stimulate sexually; get sexual gratification through self-stimulation	get sexual gratification through self-stimulation.
OnWN	2013	0034	0.8	the act of acknowledging the truth of something	the act of projecting out from something.
OnWN	2013	0035	4.2	Express audibly; utter sounds (not necessarily words); indicate.	express audibly; utter sounds (not necessarily words).
OnWN	2013	0036	0.6	The state of being suspected.	the state of being excluded.
OnWN	2013	0037	0	The act of providing approval and support.	the act of having and controlling property.
OnWN	2013	0038	4.8	Relieve someone from work by taking a turn; take turns working.	relieve (someone) from work by taking a turn.
OnWN	2013	0039	0	a side or surface of something	a brief experience of something.
OnWN	2013	0040	1.4	utter in a certain way	appear in a certain way.
OnWN	2013	0041	3	the act of turning, rotating an object	turning or twisting around (in place).
OnWN	2013	0042	4	(Cause to) increase in extent or intensity.	increase in extent or intensity.
