main-news	headlines	2015	0002	3.00	Turkish riot police tear gas Taksim Square protest	Turkish riot police enter Taksim Square
main-news	headlines	2015	0003	5.00	Chicago Shooting Shows Gap in Stepped-up Policing	Chicago shooting shows gap in stepped-up policing
main-news	headlines	2015	0004	0.00	Feds move to require car-to-car safety communication	Guatemala overturns former dictator's genocide conviction
main-news	headlines	2015	0007	1.20	North Korea shuns offer of talks	North Korea shoots 2 rockets
main-news	headlines	2015	0009	5.00	Prince Charles 'compares Putin to Hitler'	Prince Charles 'compares Vladimir Putin to Adolf Hitler'
main-news	headlines	2015	0013	0.00	Iran warns against military intervention in Iraq	Explosion near Damascus military airport
main-news	headlines	2015	0016	1.20	Israel PM accuses Iran president of hypocrisy	Greek PM accuses coalition of hypocrisy
main-news	headlines	2015	0020	2.80	Police clash with youth in Cairo after anti-Morsi protest	Egypt: Police clash with pro-Morsi protesters
main-news	headlines	2015	0021	2.40	Top Diplomats Meet in Munich at Critical Time	Top Diplomats Discuss Iran's Nuclear Program
main-news	headlines	2015	0026	1.20	Snowden 'given refugee document by Ecuador'	Snowden poised to fly out of Moscow
main-news	headlines	2015	0027	2.20	NA President‚Äôs message on the World Press Freedom Day	Pakistan marks World Press Freedom Day
main-news	headlines	2015	0030	3.60	EU foreign ministers to discuss Syria arms embargo	EU foreign ministers seek solution on Syria arms
main-news	headlines	2015	0033	3.60	Death toll from Philippine earthquake rises to 185	Death toll from Philippines quake rises to 144
main-news	headlines	2015	0034	4.00	Stocks to watch at close on Monday	Stocks to watch on Monday
main-news	headlines	2015	0035	3.20	Army jets kill 38 militants in NW Pakistan air raids	U.S. drone kills 4 militants in Pakistan
main-news	headlines	2015	0040	4.00	Egyptian police fire tear gas at protesters in Cairo	Police fire tear gas at protesters in Cairo
main-news	headlines	2015	0045	1.40	Philippines holds second senator over corruption	Philippines recovering after powerful typhoon
main-news	headlines	2015	0048	1.40	German envoy optimistic about Iran-G5+1 talks	Iran 'cautiously optimistic' about future nuclear talks
main-news	headlines	2015	0049	4.60	Renowned Spanish flamenco guitarist Paco De Lucia dies	Spanish flamenco guitarist Paco de Lucia dies at 66
main-news	headlines	2015	0051	2.00	Chinese icebreaker changes course towards suspicious objects	Chinese search plane finds 'suspicious objects'
main-news	headlines	2015	0053	5.00	Snowden Hits Hurdles in Search for Asylum	Snowden's hits hurdles in search for asylum
main-news	headlines	2015	0057	2.80	Death toll in building collapse in south India mounts to 47	4 killed in building collapse in southern India
main-news	headlines	2015	0058	1.40	Pakistan imposes temporary ban on 2 TV channels	Pakistan Dismisses Case against FBI Agent
main-news	headlines	2015	0060	1.00	Palestinian prisoners arrive at Muqata in Ramallah	Pakistani prisoner assaulted in Jammu jail
main-news	headlines	2015	0061	1.00	10 dead, five injured in SW China road accident	5 hurt in Gaza City car accident
main-news	headlines	2015	0066	1.80	Thai junta amasses security force to smother Bangkok protests	Thai junta security forces stay in barracks as protests dwindle
main-news	headlines	2015	0068	0.20	Aso refuses to resign over Nazi comments	Spanish PM refuses to resign over corruption scandal
main-news	headlines	2015	0070	2.00	Explosions kill 29 outside two mosques in Lebanon's Tripoli	2 explosions rock city in northern Lebanon
main-news	headlines	2015	0072	1.60	Pakistan fighter jets bomb 'Taliban hideouts'	Pakistan wants arms supply to Syrian sides stopped
main-news	headlines	2015	0077	3.00	Gunmen Kill Eight In Second Kenya Attack	Gunmen 'Kill 15' In Second Kenya Attack
main-news	headlines	2015	0081	2.40	U.S. resumes search for missing British sailors after public	US Coast Guard suspends search for missing British sailors
main-news	headlines	2015	0083	3.00	Iraqi Bomb Attacks Kill At Least 13	Iraqi Car Bomb Near Church Kills At Least 14
main-news	headlines	2015	0086	2.40	Egypt forces set to block access to Morsi protest camps	Egyptian forces move to clear pro-Morsi protest camps
main-news	headlines	2015	0088	5.00	Nobel author Doris Lessing dies at 94	Nobel laureate Doris Lessing dies at 94
main-news	headlines	2015	0089	0.00	Japan's opposition party chief criticizes Abe's economic policies	Zimbabwe‚Äôs opposition MDC party challenges Robert Mugabe‚Äôs election win
main-news	headlines	2015	0091	4.80	3 Suspects Taken Into Custody in Boston Bombing Case	Boston police say 3 taken into custody in Marathon bombing
main-news	headlines	2015	0095	2.40	Ukraine's opposition chief wants more protests	Ukraine protesters topple Lenin statue
main-news	headlines	2015	0096	1.00	Queen pays tribute to Nelson Mandela	South Africa's rugby fraternity mourns Mandela
main-news	headlines	2015	0098	0.40	Declines in US stock market moderate	Tech sell-off sends Asian stock markets lower
main-news	headlines	2015	0102	2.60	Latest Anti-Muslim Violence in Burma Kills 1, Injures 10	World Briefing | Asia: Myanmar: Deadly Anti-Muslim Violence Flares Up
main-news	headlines	2015	0103	3.80	Suspected U.S. drone strike kills 5 in Pakistan	U.S. drone strike kills 5 in Pakistan
main-news	headlines	2015	0104	2.00	The Note's Must-Reads for Friday May 24, 2013	The Note's Must-Reads for Tuesday October 29, 2013
main-news	headlines	2015	0106	0.60	22 killed in mine accident in southwestern China	2 killed, dozens injured by blast in southwest Pakistan
main-news	headlines	2015	0107	4.80	NYPD Twitter Outreach Backfires Badly	NYPD's twitter campaign backfires
main-news	headlines	2015	0112	5.00	Turkish search ends as last missing miners found	Turkish Search Ends as Last Missing Miners Found
main-news	headlines	2015	0115	1.40	Iran predicts failure of Israeli-Palestinian peace talks	Tentative Deal Reached to Resume Israeli-Palestinian Talks - US
main-news	headlines	2015	0117	4.40	Olivia Colman wins second BAFTA Award	Baftas 2013: Olivia Colman picks up two awards
main-news	headlines	2015	0118	3.80	Titanic Violin Nabs Record $1.4 Million	Titanic violin sells for $1.7 million
main-news	headlines	2015	0120	5.00	Ankeet Chavan granted conditional bail for marriage	Ankeet Chavan granted bail to get married
main-news	headlines	2015	0122	3.00	JAL's first order from Airbus is blow to Boeing	Japan Airlines orders 31 Airbus A350s valued at $9.5 bn
main-news	headlines	2015	0125	3.00	Sienna Miller testifies at UK phone hacking trial	Sienna Miller attacks press for ‚Äėtitillating‚Äô reports at hacking trial
main-news	headlines	2015	0126	2.60	Israelis attack 2 Palestinians in Jerusalem area	Settlers Beat up Palestinian in Jerusalem
main-news	headlines	2015	0130	0.40	EU extends sanctions against Russia	Nigeria drops arms trafficking charges against Russian sailors
main-news	headlines	2015	0131	0.00	Cuba sees "major role" for foreign investment	House set to vote on plan to reopen government
main-news	headlines	2015	0132	3.40	‚ÄėGlee‚Äô star Cory Monteith found dead in hotel room	Cory Monteith found dead: Canadian ‚ÄėGlee‚Äô star was 31
main-news	headlines	2015	0135	4.60	Lebanon's PM forms 'unity cabinet' Lebanon's prime minister has formed a cabinet more than 10 months after taking office, taking in a wide range of political groups after bridging serious divisions am	BEIRUT: Lebanon's prime minister formed a cabinet more than 10 months after taking office yesterday, including a wide range of political groups after bridging serious divisions among them mostly over 
main-news	headlines	2015	0137	0.60	Iranian president makes debut on world stage	Iran presidential candidate says western sanctions should be broken
main-news	headlines	2015	0143	0.00	Cameron 'has no concerns' over halal meat	Veterans health probe confirms cover-up of care delays
main-news	headlines	2015	0152	4.60	World's oldest man dies at 116	World's oldest ever man dies aged 116
main-news	headlines	2015	0153	0.00	GM slow on recalls, Congress record shows	mobile world congress future smartphone
main-news	headlines	2015	0156	2.80	Death toll in Lebanon bombings rises to 47	1 suspect arrested after Lebanon car bombings kill 45
main-news	headlines	2015	0157	5.00	Greek far-right leader imprisoned pending trial	Greek Far-Right Leader Imprisoned Pending Trial
main-news	headlines	2015	0158	3.20	Bangladesh factory owners arrested as death toll nears 350	Bangladesh factory owners arrested
main-news	headlines	2015	0163	3.20	4 Egyptian soldiers killed in Sinai ambush	3 Egyptian soldiers killed in Sinai car bombing
main-news	headlines	2015	0165	2.40	Beijing's Aircraft Carrier Returns from South China Sea	China sends carrier to South China Sea
main-news	headlines	2015	0166	1.80	Egypt courts hear cases against Mubarak, Islamists	Egypt court temporarily releases Mubarak over illicit gains
main-news	headlines	2015	0168	2.60	Moscow's Crimea success could lead to it redrawing Ukraine's eastern border	Merkel: Russian actions could lead to a catastrophe
main-news	headlines	2015	0169	5.00	Nelson Mandela dies aged 95	Nelson Mandela Dies at Age 95
main-news	headlines	2015	0171	4.20	Belgian King Albert II to step down in favor of son	Belgium King Albert II 'to abdicate'
main-news	headlines	2015	0172	4.80	Nazi Gestapo chief 'buried in Jewish cemetery'	Nazi chief buried in Jewish cemetary
main-news	headlines	2015	0176	4.60	Swiss vote on highest minimum wage	Swiss cast ballots on world's highest minimum wage
main-news	headlines	2015	0177	5.00	Kevin Rudd sworn in as Australian prime minister	Rudd sworn in as Australia's new Prime Minister
main-news	headlines	2015	0178	0.80	Donetsk Region Protesters Detain Trucks Carrying Government Rocket Ammo	Come and get me, says Thai protest leader as anti-government riots grow
main-news	headlines	2015	0183	4.20	Easy Rider star Karen Black dies aged 74	Easy Rider Actress Karen Black Dies Of Cancer
main-news	headlines	2015	0185	1.20	Coronation Street's Bill Roache Arrested	Coronation Street stars hail 'amazing' new set
main-news	headlines	2015	0192	4.40	Red Sox beat Tigers to reach World Series	Red Sox beat Tigers 5-2 to advance to World Series
main-news	headlines	2015	0194	2.80	At Least 22 Dead After China Earthquake	At least 89 dead in China earthquakes
main-news	headlines	2015	0200	0.20	News is my Business	A New iPad Is Coming
main-news	headlines	2015	0205	0.60	Glasgow helicopter death toll rises to nine	Earthquake death toll rises to 260
main-news	headlines	2015	0208	4.40	David Beckham to retire at end of season	David Beckham Retires From Football
main-news	headlines	2015	0209	3.80	Afghanistan: suicide bomber kills eight in military bus blast	Roadside bomb 'kills eight Afghan soldiers'
